cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr23905968,<python>,if cmd: proc = subprocess.Popen(cmd stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) result = proc.communicate()[0] print result,1
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr23905968,<python><python-2.7><subprocess>,&gt; p = subprocess.Popen(args shell=True)p = subprocess.Popen(args stdout=subprocess.PIPE shell=True) (stdout stderr) = p.communicate() with file('response.xml' 'w') as fp: fp.write(stdout),1
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr57334246,<python><pyinstaller>,proc = subprocess.Popen(conn stdout=subprocess.PIPE stderr=subprocess.PIPE stdin=subprocess.DEVNULL shell=True) stdout stderr = proc.communicate() print(stdout + stderr),1
cyverse_repos/beats/libbeat/tests/system/test_dashboard.py,assert_used,print(command)p = subprocess.Popen(command shell=True stdout=subprocess.PIPE stderr=subprocess.PIPE)content err = p.communicate()assert p.returncode == 0files = os.listdir(path)for f in files:self.assertIsNone(re.search('[:\>\</\\\|\?\*]' f))18136651,<python>,"proc = subprocess.Popen(""ls -z"" shell=True stdout=subprocess.PIPE stderr=subprocess.PIPE) out err = proc.communicate() assert proc.returncode == 0 'i am sad' print out print err",1
cyverse_repos/cyverse-irods/packaging/generate_version_json.py,start_process_with_partial_path,# get build_system_informationunameinfo = platform.uname()outdata['build_system_information'] = ' '.join(unameinfo).strip()# get compile_timep = subprocess.Popen('date -u +%Y-%m-%dT%H:%M:%SZ' stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(compile_time err) = p.communicate()outdata['compile_time'] = compile_time.strip().decode('ascii')# get compiler_version12937063,<python>,{ subprocess import subprocess p = subprocess.Popen(['dir']stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) stdoutstderr = p.communicate()shell=True ,0
cyverse_repos/cyverse-irods/packaging/generate_version_json.py,start_process_with_partial_path,# get build_system_informationunameinfo = platform.uname()outdata['build_system_information'] = ' '.join(unameinfo).strip()# get compile_timep = subprocess.Popen('date -u +%Y-%m-%dT%H:%M:%SZ' stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(compile_time err) = p.communicate()outdata['compile_time'] = compile_time.strip().decode('ascii')# get compiler_version23191228,<python>,if cmd: proc = subprocess.Popen(cmd stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) result = proc.communicate()[0] print result,0
cyverse_repos/irods/packaging/generate_version_json.py,start_process_with_partial_path,# get build_system_informationunameinfo = platform.uname()outdata['build_system_information'] = ' '.join(unameinfo).strip()# get compile_timep = subprocess.Popen('date -u +%Y-%m-%dT%H:%M:%SZ' stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(compile_time err) = p.communicate()outdata['compile_time'] = compile_time.strip().decode('ascii')# get compiler_version23191228,<python>,if cmd: proc = subprocess.Popen(cmd stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) result = proc.communicate()[0] print result,0
cyverse_repos/cyverse-irods/packaging/generate_version_json.py,start_process_with_partial_path,# get build_system_informationunameinfo = platform.uname()outdata['build_system_information'] = ' '.join(unameinfo).strip()# get compile_timep = subprocess.Popen('date -u +%Y-%m-%dT%H:%M:%SZ' stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(compile_time err) = p.communicate()outdata['compile_time'] = compile_time.strip().decode('ascii')# get compiler_version23191228,<python>,if cmd: proc = subprocess.Popen(cmd stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) result = proc.communicate()[0] print result,0
cyverse_repos/irods/packaging/generate_version_json.py,start_process_with_partial_path,# get build_system_informationunameinfo = platform.uname()outdata['build_system_information'] = ' '.join(unameinfo).strip()# get compile_timep = subprocess.Popen('date -u +%Y-%m-%dT%H:%M:%SZ' stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(compile_time err) = p.communicate()outdata['compile_time'] = compile_time.strip().decode('ascii')# get compiler_version23191228,<python>,if cmd: proc = subprocess.Popen(cmd stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True) result = proc.communicate()[0] print result,0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr23414428,<python><shell><solaris><popen>,"shell=True p = subprocess.Popen(""ls -l""shell=Truestdout=subprocess.PIPE)shell=True ",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr23420265,<python><linux><subprocess>,"grepOut = subprocess.check_output(""grep 'hello' tmp"" shell=True)grepOut = subprocess.check_output(['grep' ""'hello'"" 'tmp'])",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr2352870,<python><web.py>,from subprocess import Popen PIPE proc = Popen('ls' shell=True stdout=PIPE) proc.wait() proc.communicate(),0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr23984014,<python>,"import subprocess subprocess.call(""java -jar xyz.jar"" shell=True stdout=open('outfile.txt' 'wt') stderr=subprocess.STDOUT)shell=True ",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr24040256,<python><subprocess>,"shlex import shlexstr1 = ""./program.sh %lf %lf"" % (x0 x1) sim_flux230 = subprocess.check_output(shlex.split(str1))shell=True subprocess.check_output(str1 shell=True) shell=True ",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr24207052,<php><python><python-2.7>,"Popen cmd = [""php"" ""./sync.php""] proc = subprocess.Popen(cmd shell=True stdout=subprocess.PIPE)args cwd ",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr24340877,<python><bash><subprocess><bitcoin>,process = subprocess.Popen(['bitcoin' 'getinfo'] stdout=subprocess.PIPE)shell True process = subprocess.Popen('bitcoin getinfo' stdout=subprocess.PIPE shell=True),0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr24464136,<python><logging><subprocess><vlc>,proc = subprocess.Popen(cmd1 stderr=out shell=True preexec_fn=os.setsid),0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr2449250,<python><redirect><terminal><ffmpeg>,"os.system subprocess.Popen import subprocess proc=subprocess.Popen('echo ""to stdout""' shell=True stdout=subprocess.PIPE ) output=proc.communicate()[0] print output",0
cyverse_repos/docker-builds/Read2RefMapper/scripts/Read2ReferenceMapper.py,subprocess_popen_with_shell_equals_true,def execute(command logfile):logfile.write('Executing {}'.format(command))process = subprocess.Popen(command stdin=subprocess.PIPE stdout=subprocess.PIPE stderr=subprocess.PIPE shell=True)(stdout stderr) = process.communicate()return stdout stderr58318250,<python><subprocess><output>,subprocess.run Popen output = subprocess.run([filePath arguments] stdout=subprocess.PIPE) output.stdout.decode('utf-8')shell=True ,0
